UUID,background_key_words
bf85d151-b620-4282-b7d0-a9e371872d99,"288Capstone,Capstone,Computer,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,DenenbergTA2023-summer,HCI,MHCID,MHCIDDarren,Python,SQL,TA,UCI,ZhengTA2021-fallINF,engineering,internship"
6827932b-b9b8-4e79-9f51-f50f57a9ae8a,"191LEC,C,C++,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,Java,Linux,Python,Windows,ZivTA2023-spring"
f8d025ee-92ce-4966-a473-178ad820180e,"122ANCS,141NICS,6DNICS,AWS,C,C++,CI/CD,Cloud,Computer,Computing,Containerization,Course,CourseTakenGradeCS,Docker,EC2,Git,Java,Jenkins,Kubernetes,Linux,MacOS,NoSQL,Python,SQL,TA,Windows"
d89420c4-43cc-451f-b18f-f01f787ebec5,"1.NoSQL,2.Python,45JYACS,46YAICS,Android,Angular,C,C++,Club,Course,CourseTakenGradeICS,Google,Java,MongoDB,Oracle,PostgreSQL,SQL,Windows,developer"
f8eaba2a-00a2-40a5-8f58-6cad9d36cd20,"143AYICS,148Computer,31YICS,45JYICS,C,C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenEECS,Java,LiReader2022-fallEECS,Linux,MacOS,MySQL,PostgreSQL,Python,SQL,Windows,engineer"
6b98e3ac-7882-4716-b092-68eb82b3532f,"C++,CS,CS260,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenCS,Go,GoodrichTA2022-springCS,HirschbergReader2021-winterICS,HirschbergTA2022-winterCS,ICS,Java,Linux,Python,SQL,ShindlerTA2022-winter,TA,UCI"
796263c3-e575-4ac3-89d7-522830a911c2,"BicTA2021-fall,BicTA2023-springICS,BicTA2023-summerCS,C/C++,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,HarrisTA2023-winterCS,ICS,Java,TA,Unix,VHDL,Windows"
14574cdb-7876-4ee0-a78b-bd6fb7d9e653,"122AY4.0CS,141Y4.0CS,143AY4.0CS,Angular,CSS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenEECS,HTML,Java,JavaScript,Linux,NoSQL,Node.js,Python,React,SQL,Windows"
f747a320-142f-487a-a0f3-3ee099e37328,"238PNICS,256NCS,273ANCS,C,C++,CSS,Course,CourseTakenGradeCS,HTML,Java,JavaScript,Linux,PHP,Python,SQL,Windows"
43d06673-02de-47fa-821a-1705b5419c55,"31NICS,46NICS,6DNICS,C++,CUDA,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,Cryptography,Got,ICS,MjolsnessTA2019-fall,ReganTA2021-fallCS,SmythTA2021-winterCS,TA,Ubuntu/CentOS,Unix,VHDL,ZhangTA2023-winterCS"
65abde3d-0be7-4869-81ab-d8e4180764cc,"122AYACS,161NICS,179YACS,C,C++,Cloud,Course,CourseTakenGradeCS,Go,HPC,Java,Linux,Oracle,Python,SQL,Windows,internship,tutoring"
859ebd53-1247-4f04-918e-fe16f5839e52,"175PROJECT,175YACS,178YACS,271PYACS,BosmanTA2021-fallCS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenINF,Java,KaskTA2023-winter,Krone-MartinsReader2021-springCS,MandtTA2022-winterCS,Python,SQL,TA"
76bf8951-471a-44f2-bf37-8871c21d5140,"CSS,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,ICS45J,Java,JavaScript,Linux,MongoDB,MySQL,NoSQL,PostgreSQL,Python,SQL"
24df7248-b501-4b9d-a734-50a21fcdc812,"122AYACS,141YACS,143AYACS,AWS,Android,C,C++,C++/Python,Cassandra,Chrome,Collaborated,Computer,Conducted,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Created,Django,Docker,DynamoDB,Google,Java,Javascript,KothapalliTA2018-fallCS,Kubernetes,KumarTA2019-fallEECS,Linux,MacOS,MongoDB,Node.js,Perl,Python,React,React/Flutter/Angular,SQL,Windows,communication"
98ed9454-028e-4062-a9f8-01cc9a6e583e,"142ACompilers,45JNICS,46NICS,6DNCS,C,C++,Coq,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,DemskyTA2023-winter,EbrahimiTA2022-fallCS,Java,Javascript,Linux,MacOS,Python,Rust,SQL,Windows"
0a562cc0-21e7-43f3-8ae1-281125c713fd,"121NICS,6BNICS,6DNICS,C++,CS220P,CS224P,CareyReader2020-springCS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,IbrahimTA2022-winter,JainReader2020-winterCS,Java"
925f024a-442d-4b40-a9e9-c625d4e351a8,"161YCS,171YCS,ALGORDILLENCOURT,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,KaskTA2022-winterCS,M.TA2022-fall,MandtTA2021-winterCS,XieTA2021-fallCS"
a4a9b266-8bbc-4e84-84b4-f4d94b3fdb5b,"BranhamTA2023-spring,C.,Computer,ComputingKylie,Course,CourseTakenGradeSWE,CourseTitleInstructorPositionWhenSWE,HCIStacy,Internet/W3C,Java,JavaScript,KRONE-MARTINSTA2022-fallINF,KRONE-MARTINSTA2022-fallSWE,PROGRAMMING,PepplerTA2023-winterINF,Python"
e79033e5-673b-485f-bc36-ed06cf7b5792,"125Computer,31YAICS,46YAICS,6NYAICS,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,DillencourtTA2022-spring,IbrahimTA2022-fallCS,JareckiReader2021-springCS,VHDL,VaziraniReader2022-winterCS,Windows"
0b6dd8bf-7276-4be6-80d8-acbd1df6d6d8,"139WCritical,172NICS,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenINF,DenenbergTA2023-springINF,GarettTA2023-winterICS,HarrisTA2020-summer,Python,YoungTA2022-winterICS"
5e07a6d2-5cad-4493-9e24-1205fe9fde6f,"Android,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,Currently,Java,Linux,MalekTA2022-fallSWE,MalekTA2023-winter,MySQL,Python,Windows,engineering,researcher"
5c7f0950-32e5-442e-a556-d3e48d2f521c,"171NCS,43NCS,Android,C/C++,Calculus,Computer,Contest,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,Java,Linux,MongoDB,NoSQL,PostgreSQL,Python,VHDL,Verilog"
c1bf49e6-f715-45bc-8e40-e6b6b49fbfa0,"171NCS,178NCS,ARTIFCL,C,C++,CS,CSS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,D.Reader2021-winterCS,HTML,Java,Javascript,K.Reader2020-fallCS,K.TA2021-spring,Linux,Python,Unix,VHDL,Windows,internals"
4b2195d9-7150-4873-88e9-629364a28e5f,"6YASTAT,7YA-STAT,8YASTAT,Computer,Course,CourseTakenGradeSTAT"
34ff2978-148c-4b92-819d-16479149a846,"-Canvas/Instructure,-Competitor,161NICS,281NICS,3NICS,BranhamReader2019-winterICS,C++,Certificate,Coding,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,DenenbergTA2020-spring,DespieTA2020-winterINF,DourishTA2023-springINF,Windows"
aad3e7ac-98bd-4b0e-90cd-dac775c4e7cc,"262PPROGRAMMING,45JYICS,C,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,Java,JavaEmily,JavaScript,Linux,MongoDB,NavarroTA2021-fallINF,NavarroTA2021-winterSWE,NavarroTA2022-winter,NavarroTA2023-springICS,NoSQL,Python,SQL,Windows"
c18c1074-dde1-4b33-b545-5e2d63ae51db,"139WCRITICAL,6DDISCRET,C,C++,CRYPTOJARECKI,CS167,CSJARECKI,Course,CourseTakenGrade139WN,CourseTitleInstructorPositionWhenICS,Java,Linux,N.TA2022-fallCS,Python,S.Reader2020-fallCS,S.Reader2021-winterICS,S.TA2023-winter,SQL,TA,VHDL,Verilog,Windows"
ed9130a5-57e0-4a8b-b950-c83f9d78edc9,"133YA+CS,C,C++,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenICS,GarciaTA2021-winter,Java,Python,TomlinsonTA2020-fallINF"
ffa3bbfb-b147-42ba-9e80-4a28f39e68fd,"Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenCNIT,HCI,Java,MATLAB,MaganaTA2020-fallCNIT,MaganaTA2020-springCNIT,MaganaTA2021-spring,Python,ReactJS,SQL"
9b5d4309-b543-4138-afe8-67f4e3034956,"171NCS,175NCS,178NCS,C++,Computational,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,IbrahimReader2021-winterICS,IbrahimTA2021-spring,Java,MjolsnessReader2020-fallCS,ReganTA2021-fallCS,Unix"
c355e41c-5c90-4f98-a682-f4e0bf5d258f,"45CYAICS,51YB+ICS,53YACS,BurtsevTA2021-fallICS,C++,COMPUTER,CS,CS143A,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenCS,Golang,Google,ICS,Java,Javascript,Linux,Python,Rust,SQL,TAed,Windows,Wong-MaTA2022-fallICS,Wong-MaTA2023-spring,Wong-MaTA2023-winterCS,engineering,internship"
695a8e3e-294f-47d6-a29f-cc66d475fbb2,"171NCS,271PYICS,45CNCS,C,C++,C/C++,CS,CareyTA2023-spring,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Java,Linux,MongoDB,Python,SQL,TA,VHDL,Windows,interned,internship"
8e8c2e4e-7cf5-459a-97c1-9a0bbefdcd46,"AhmedTA2023-springINF,Android,C,C++,CSS,Compose,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,Docker,Git-based,GitHub,GitLab,Google,HTML,Java,Jenkins,Linux,MalekTA2022-fall,MySQL,NoSQL,Python,SDLC,SQL,Scala,Windows,analyst,developer,engineering,internship,manager,thesis"
8259b2c2-f589-45d0-b159-6d38d955f68f,"130Calculus,6NSTAT,7NSTAT,8NSTAT,C++,Calculus,Charles,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenMATH"
eb521ae5-24aa-49d9-813e-00dab79c545b,"131YA+CS,178YA+CS,ACM-Student,C++,C/C++,Chapter,Chennai,Cognitive,Commonsense,Compiler,Computer,Course,CourseTakenGradeCS,Java,Linux,PyTorch,Python,SQL,Windows,communication,internship,publication,tutored"
53a8a08e-9c17-4443-94e4-3bf6964eed79,"43YA+CS,C,C++,Calgary,Course,CourseTakenGradeINF,Java,Linux,Python,SQL,Swift,Windows"
2bf6df6b-8901-4672-a488-475b6de307aa,"31NICS,32NICS,C,COMPSCI,COVID,CQL,Calculus,Computation,Computational,Computer,Conference,Course,CourseTakenGradeICS,Critical,Cypress,Docker,Google,HTML/CSS,Java,Kubernetes,Linux,Python,SCI,SQL,STATS,TA,TA-ing,Windows,engineering,internship"
d33b4249-bdea-43cf-8711-e397f4405299,"141YCS,171NCS,175NCS,45CPROGRAMMING,C,C++,C/C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,Good,HarrisReader2021-springCS,Java,KlefstadTA2023-springCS,SECONDAlex,ThorntoneReader2020-fallICS,Unix,VHDL,Windows"
349dc25f-e933-49f9-874b-82616f7aae36,"122AYACS,161YABSTAT,238PYABCS,C,C++,C/C++,Computer,Concepts,Course,CourseTakenGradeCS,Git,HTML/CSS,Java,JavaScript,Linux,Node.js,Python,ReactJS,SQL,TA,UIUC,Windows"
7c7f374c-b662-49ab-8aea-e85610239660,"132YA-CS,134YACS,145YACS,C,C++,C/C++/JAVA,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenEECS,Linux,communication"
c171debd-d479-4b55-918f-0fd92c99657d,"Course,CourseTakenGradeGDIM,Cut,Photoshop"
2a6424d5-6229-4218-9221-fd8fd4374ed9,"45CYA+,46YA+ICS,6BYA+ICS,6DYA+ICS,C,C++,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenGDIM,DespieTA2023-spring,Java,MySQL,Python,TA,Windows"
068fa7fd-974f-4b9f-a365-51ca1799d6ee,"Android,Android-based,C/C++,Comfortable,Competition,Complete,Completed,Computing,Conducted,Counselled,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,Cristina,Curated,DenenbergTA2022-fall,DenenbergTA2023-winterINF,Google,Java,Linux,MOOC,Oracle,Python,SQL,TA,Telecommunication,TensorFlow,UCI,Ubuntu,Windows,ZivTA2022-springINF,ZivTA2022-winterINF,tutor"
428c360b-c407-407b-ad96-e65f5c1ef8d3,"110YSTAT,112STATS,120AYSTAT,281AYSTAT,ArmstrongReader2019-fallSTAT,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenSTAT,DATA,GulesserianReader2020-summerSTAT,STATS,ShenReader2020-summerSTAT"
d6836d3f-4104-4fd0-b761-13d0515d9627,"139WCRITICAL,178YACS,271PYACS,273AYACS,AlfaroTA2023-spring,C,C++,Center,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,tutoring"
0ba1dd42-de5a-4754-8020-288f1049e5f0,"045C,132Computer,242PYAICS,31YACS,AWS,C,C++,C/C++,COVID,CapolinoReader2022-fallCS,Cassandra,Cloud,Collection,Communication,Computer,Computing,Course,CourseTakenGradeSWE,CourseTitleInstructorPositionWhenICS,Coursera,Created,DNS,Debian,ICS,Java,Kubernetes,Linux,MartinsTA2023-winterEECS,MoushirpourTA2023-springICS,Python,SQL,TA/Reader,VHDL,Verilog,Windows,developer,engineering,intern,internship"
cf45f487-f6e6-4086-9077-d6861923a1a6,"C,C++,Course,CourseTakenGradeINF,Java,SQL,VHDL,Windows"
c62603da-683d-4c17-ad55-d827a72832dd,"132YA+CS,134YAICS,267PCloud,276PYACS,C,C++,CI/CD,Cassandra,Celery,Chef,Communication,Computer,Course,CourseTakenGradeSWE,CourseTitleInstructorPositionWhenSWE,Courses,Django,Git,Google,HarrisTA2023-springBBL434BioinformaticsD,Java,Kubernetes,Linux,MSSQL,MySQL,Python,Reactive,SQL,SQL-like,SundarTA2018-fall,TA,TECHNICAL,engineering,manager"
33383534-7ff1-4b27-95e6-ac576f446c4f,"143AY4CS,161Y4CS,178Y4CS,AWS,Android,C++,CPU,Collaborated,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenBANA,DATA,EC2,EECS,HristidisTA2023-springCS,Java,Jenkins,Linux,NoSQL,Oracle,SQL,SheuReader2023-winterEECS,UCI,Windows,analyst,developer,engineering,tutor"
7cf9c9d3-b746-4e1d-8793-a56beab030b8,"31YA+ICS,45JYA+ICS,Android,C,C++,Cassandra,Club,Computer,Consul,Couchbase,Course,CourseTakenGradeGDIM,CourseTitleInstructorPositionWhenICS,Dev-C++,Docker,GRPC,Git,GitHub,Goland,Golang,Google,HTML,Java,JavaScript,Jenkins,Kubernetes,Linux,PHP,Python,RxJava,SQL,SalmonTA2023-spring,SalmonTA2023-winterICS,UCI,Windows,intern"
32f82179-7455-4a5b-8b00-26a18e9cf3b5,"250BYACS,C,C++,Chip,Computer,Course,CourseTakenGradeCS,Debian,Linux,Verilog"
b53b9571-3a34-4ad5-a9a7-e769a8914490,"31NICS,45CY8ICS,46Y9ICS,AWS,C++,CS,CSES,CSS,Chase,Cloud,Co,Co.,Codechef,Codeforces,Commons,Course,CourseTakenGradeICS,Curious,Google,HTML,HttpClient,Java,JavaScript,Linux,MongoDB,MySQL,Node.js,OCW,PL-SQL,Python,React,React.js,SQL,Windows,engineer,engineering,manager,problem-solving"
d7c029f7-a3aa-49b4-be5c-6fbc60cad50e,"178YACS,273AYACS,274EYACS,Android,C,C/C++,CSS,Clickhouse,Convex,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Django/Flask,HTML,Java,KerriganTA2023-springCS,Linux,MATLAB,MacOS,PostgresSQL,Programming/Coding,Python,SmythTA2022-fallCS,SmythTA2023-winterCS,Windows"
24a88098-e2ef-4574-804f-92b022c536a3,"134YBICS,143AYSCS,32YSCS,AWS,Angular,Azure,C++,Center,Corporation,Course,CourseTakenGradeCS,French,Golang,JDBC,Java,Kubernetes,Python,Ubuntu,developer,engineer"
a118cc4a-c231-43cf-8cd9-04b0ee278395,"10.1109/ICAC353642.2021.9697283,10.1109/ICAC353642.2021.9697327,10.1109/ICAECC54045.2022.9716648,31NICS,32NICS,45CNICS,AWS,Azure,BBC,C,C++,CNN,CRC,CRainer,CSS,Cloud,Communication,Communications,Computer,Computers,Computing,Conference,Constructed,Control,Convolutional,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenEECS,Courses,Cryptography,DCNN,DJSCE,Django,DoemerReader2023-winterEECS,Flask,HTML,ICAC3,ICAECC,Java,JavaScript,Linux,MATLAB,MongoDB,MySQL,NoSQL,OpenCV,Oracle,PHP,Python,React.js,SQL,Swift,SwiftUI,TensorFlow,VHDL,Windows,internship"
2b6a0681-f3e9-4103-be07-922b7048514e,"166NICS,3NICS,C,C++,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenGDIM,HCI,Java,Linux/ubuntu,RankinTA2018-fall,SquireTA2023-winterATLS,TAed,TanenbaumTA2023-springGDIM"
58ae2b90-0969-452c-acaa-ac6aca431423,"122AYA+MCS,122BYA+MCS,45JYA+MCS,Course,CourseTakenGradeICS,Java,SQL"
18b53838-1c6b-4602-a660-fcc64a093863,"175YACS,184AYACS,284ANCS,Course,CourseTakenGradeCS"
a23dbd83-b255-4883-a0c3-4eda873cad66,"139WCRITICAL,BietzTA2023-winterINF,C,C++,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,DenenbergTA2022-fallINF,Google,Ignite-CS,Java,Linux,Python,SQL,STATA,TA,TECHDarren,VHDL,Windows,ZhengTA2023-spring"
95df5808-c681-45d1-b5c3-62681bad8306,"178NICS,271YACS,273AYA-CS,297PCapstone,C,CS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,HarrisTA2022-fallICS,HarrisTA2023-spring,HarrisTA2023-winterICS,Linux,Python,SQL,Windows"
126fdc66-3540-432e-9b6e-fc2714424fc5,"45CProgramming,C++,C/C++,Course,CourseTitleInstructorPositionWhenCS,Cuda,DillencourtTA2021-fallICS,FrishbergTA2022-summer,Java,KlefstadTA2021-winterCS,Linux,Python,SchindlerTA2022-springICS,TAs,Windows"
bc9da550-3ac8-4448-a957-4f3e6a469f32,"43NICS,BrabrandTA2021-fallBSDISYS1KUDistributed,C,Capture,CarboneTA2022-fall-Study,Computer,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenBSGRPRO1KUIntroductory,Docker,Git,Go,HansenTA2023-spring,Java,JavaScript,Kubernetes,Linux,PostgreSQL,ProgrammingClaus,Python,SQL,TA,Windows,engineering,internship,manager"
d748faaa-7c23-4ea8-86a2-7db383118f90,"C,C++,Comp,Computer,Course,CourseTakenGradeSWE,CourseTitleInstructorPositionWhenINF,Java,Krone-MartinsTA2020-fallINF,Krone-MartinsTA2021-winterSWE,TA2021-fall,Unix,Windows,engineering"
f52e7caa-6eaf-4350-9870-cd89acc9ce97,"122AYACS,32AYAICS,45CYACS,C,C++,CS,Computer,Course,CourseTakenGradeICS,Linux,MacOS,Oracle,Python,SQL,Windows"
15aa0e78-4696-4c30-8cca-d278450c775e,"132Y9CS,178/CS,178Y8CS,271Y6CS,C,C++,CISCO,CSS,Calculus,CentOS,Chain,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Django,Docker,Golang,HCI,HTML,Java,Javascript,Kubernetes,MacOS,MongoDB,NavarroTA2023-spring,OCR,Python,ReactJs,SQL,Ubuntu,VHDL,VSCode,Windows,engineering"
e191a861-41b2-4a3a-918a-13ba6b539dfd,"32ANICS,51YAICS,6BYAICS,C/C++,C/C++and,Compute,Computer,ComputersNader,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenEECS,Linux,MATLAB,Python,SQLite,Windows"
d45deabf-9def-4689-a490-07b4413a6a62,"-Computer,31YAICS,46YACS,53YA+ICS,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,HarrisTA2021-summerICS,HarrisTA2021-winterICS,HarrisTA2023-spring,Java,Linux/Windows,Python,Python/C/C++,Wong-MaTA2022-winterCS"
d10bde85-41b1-4950-82f4-c14574d5e413,"142ANCS,162YACS,178YACS,AWS,C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Django,EC2,Java,LealTA2022-springCS,MacOS,MongoDB,PostgreSQL,Python,Python-based,SQL,SuttonTA2022-fall,Ubuntu,Windows"
e5f72fd8-11ea-4621-bcc8-32530fbeb703,"139WCritical,163NICS,49NICS,60NICS,Classes,Course,CourseTakenGradeGDIM,CourseTitleInstructorPositionWhenICS,DebonisTA2021-winterICS,McDonaldTA2020-fallICS,TA2022-summerICS,YoungTA2020-summer"
add12dd5-0311-4215-abcd-486c7a25fab9,"112NCS,116Computer,BaldiTA2022-spring,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,FowlkesTA2022-winterCS,Linux,Python,VisionCharless,Windows,XieReader2022-fallCS"
e1448718-5ff8-416b-a0d2-3cb0e7dceceb,"121YACS,43YA+CS,Android,CNN,CS,Course,CourseTakenGradeICS,ICS,Java,PHP,Python,SQL,TAs,UCI,Windows"
dbe13ea3-0f13-4eab-bb8f-7e4520f5daf9,"31NICS,32NICS,6NICS,COVID-19,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenDSC,DSC,EldridgeTA2021-fall,Java,Javascript/HTML,Linux,MaTA2022-springDSC,Python,RampureTA2023-fallDSC,SQL,TiefenbruckTA2023-winterDSC,UC,UCSD,Windows,hypothesis,tutoring"
144d4943-f5bc-40ea-a68b-c8466a39d0b9,"31NICS,32NICS,45JNICS,C,C/C++,Communication,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,English,Go,Java,Linux/MacOS,NavarroReader2022-fallICS,PostgreSQL,Python,SQL,Windows,engineering,internship,thesis"
a4bd7f60-4656-4042-bf2d-1d98e85451c2,"122AYA+CS,223YA-CS,232YB+CS,C++,CS,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Java,JavaScript,LANGCristina,Linux,MongoDB,NoSQL,Python,React,SQL,UC,VENKATASUBRAMANIAN,Vue,Windows,communication,developer,internship"
1254041a-ba0b-4d65-b289-87ab38ed019e,"C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Java,JonesTA2022-spring,Linux,Python,RetrievalCristina,StyleCristina"
5ff49280-190e-49e7-b394-c4a03cfb2fdb,"112Computer,33YAICS,45CNACS,6DYAICS,C,C++,CSStanislaw,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenICS,JareckiReader2020-springCS,Java,MajumderTA2021-springCS,Python,Unix,ZhaoTA2020-fallCS"
b0f866c9-ec2e-4b89-a010-533a8843c13a,"Course,CourseTitleInstructorPositionWhenSTAT,JavaScript,Python"
82bdd17b-0401-4c3f-846c-d051cc84f644,"110YASTA,67YSTA,C++,CStatistical,Course,CourseTakenGradeSTA,CourseTitleInstructorPositionWhenSTA,DATA,KokoTA2021-fallSTA,KokoTA2021-springSTA,KokoTA2021-winterSTA,STA,STATS,TA,TianchenTA2022-winter"
cba3a5ac-8fce-41b9-8c44-8f2ab3dec4a7,"153CSCWDaniel,BCAPSTONE,C++,Course,CourseTakenGrade169AN0.0,CourseTitleInstructorPositionWhen169A,GardnerTA2020-springINF,SquireTA2019-fallINF,SuttonTA2020-winterINF,Windows,designer"
ac6ccc0b-287e-4f7a-ab1e-0a78fa5fefd7,"121YACS,43NCS,AWS,C,C/C++,Cloud,Corporation,Course,CourseTakenGradeCS,HTML5,Java,JavaScript,Linux,MongoDB,Python,React.js,SQL,Windows,intern"
db0e3d62-05aa-4b72-82bd-21f7a262eee6,"117NCS,171NCS,178NCS,C++,Computer,Course,CourseTakenGradeCS,Linux,Python"
83ce72a6-d83c-4041-9fda-b25f57a2eeb7,"Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,GardnerTA2023-winterSWE,HoekTA2022-fallICS,HoekTA2023-spring"
396eee08-9e91-4a94-85ce-ac7aff0a01cd,"184AYCS,256YCS,273AYCS,Android,C,C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Java,JavaScript,Python,Unix,VHDL,Windows"
f903efec-6d7d-4df1-8964-a7c6dd249291,"C++,Computer,Course,Golang,Linux,Python,SQL,Windows"
a22dfafd-95cc-4176-bf93-07f9c39de837,"121YA+CS,122AYACS,171YACS,45C,A.TA2022-fallICS,A.TA2023-winter,C,C++,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenINF,E.Reader2022-springICS,ICS31,Java,SQL,VHDL,Windows,tutored,tutoring"
f17ac268-b77a-4306-bb42-07e4e78ae0be,"122AYACS,132Computer,132YACS,C++,CS,CS122A/EECS116,CS132/EECS148,Compiler,Complexity,Computer,Computing,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,EECS40,Java,LiTA2022-fallCS,LiTA2023-spring,Linux,Python,SQL,SheuTA2022-winterCS,SheuTA2023-winterEECS,TA,VHDL,Windows"
af6b2481-391a-49c8-9ef5-a077ae72e354,"C,C++,CSS,Course,CourseTakenGradeSWE,HTML,Java,JavaScript,Linux,SQL,TypeScript,Windows,internship/project"
a581e468-9881-4dd4-b747-0d85a64c35fb,"171NCS,178YA+CS,271PNCS,C++,C/C++,CS271/171,CVPR,China,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,ECCV,Git,ICLR,Java,KaskTA2021-fallCS,KaskTA2022-spring,KaskTA2022-winterCS,Linux,MFC,MacOS,OpenCV,Python,SudderthTA2020-springCS,VHDL,Windows,conference,engineer,intern"
50c5c17f-93ee-4880-ac59-b94862a618d8,"141YA+CS,161YA+CS,163YA+CS,Android,C,C++,CSS,Computer,Course,CourseTakenGradeCS,Git,HTML,Java,JavaScript,Linux,PHP,Python,Ruby,SQL,Windows,communication,problem-solving,tutoring"
63d375e5-c618-433a-9966-c733d7007a7c,"112COMPUTER,112YCS,117YCS,141CONCEPT,141YCS,Android,C,C++,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,GRAPHICSShuang,HayesTA2020-summerCS,Java,KlefstadTA2019-winterICS,LANG,Windows,ZhaoTA2019-fall,ZhaoTA2020-winterCS,developer"
9130d60e-bce7-486a-9a8a-ad10e89da706,"153Computer,Computer,Cooperative,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,I.TA2018-fall,Java,M.TA2018-winterINF,MATLAB,MHCID,Windows,WorkCHEN,Y.TA2018-springINF"
c7eecee6-dc57-47bb-acd7-3c94651b5a30,"CA,CITIZEN,CITIZENSHIP,Computer,Course,CourseTakenGradeICS,MEXICAN,Python,SQL,Windows"
826639b8-b5ad-469b-a2d8-dd43570ca028,"132HCI,BietzTA2023-spring,C,C++,CSS,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,Courses,ETHICS,HCI,HTML,HubbardTA2023-winterSWE,Javascript,LEC,Linux,Python,ReactJS,SalenTA2022-fallINF,TAed,TECH,UCI,Windows"
25b1e302-e66e-4c7b-af4e-09c33d1288f8,"110NN/ASTAT,67NN/ASTAT,6NN/ASTAT,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenSTAT,GulesserianTA2020-springSTAT,GulesserianTA2020-summer,GulesserianTA2020-winterSTAT,GulesserianTA2021-fallSTAT,Statistics/CSS"
3177034c-e20a-479a-80aa-d567f11fde25,"120ANSTAT,200AYASTAT,210YA+STAT,BaldiTA2023-spring,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenSTAT,GRADUATE,GulesserianTA2023-winterSTAT,Python,SQL,STATS,ShenReader2022-fallSTAT,TA"
